9 1 3 6 3 2 0 1 11 1 1 11 3 21 6 4 14 6 4 10 10 3 3 0 10 0.5
7 2 3 9 4 6 1 0 0 3 1 2 7 10 0 2 0 1 5 14 3 5 7 2 11 0.39
2 0 0 4 0 3 0 0 0 0 0 0 0 2 0 1 0 0 0 0 3 0 5 1 0 0.08
0 9 4 10 0 21 0 2 2 1 12 0 4 9 1 2 5 0 0 21 0 2 0 2 9 0.36
3 0 0 1 2 1 1 0 6 0 0 0 4 0 0 1 5 0 1 5 0 0 0 2 0 0.12
51 53 30 32 40 0 34 1 14 8 0 14 0 39 0 33 0 6 5 0 0 13 51 0 0 0.55
3 0 0 17 7 2 5 0 0 17 6 1 0 3 0 7 6 2 1 5 12 3 0 1 5 0.34
0 0 0 4 0 0 0 0 0 2 5 0 0 2 3 0 0 0 1 3 6 0 2 0 2 0.12
0 4 0 0 2 2 0 1 0 0 0 3 0 0 3 0 0 0 0 2 0 6 0 0 0 0.09
0 10 9 2 8 21 3 2 3 3 5 0 19 5 0 0 16 0 2 0 0 7 0 1 3 0.37
38 22 0 22 17 5 0 38 24 0 26 37 15 152 69 6 37 26 7 0 0 0 0 0 14 0.63
14 7 2 1 11 9 5 10 0 1 0 0 1 3 19 8 4 4 5 2 2 3 0 3 1 0.4
3 1 2 10 11 2 5 10 1 0 3 11 6 9 7 6 18 10 0 11 7 5 0 6 6 0.55
1 8 0 10 5 7 2 5 0 9 1 2 16 3 0 0 2 0 0 6 0 3 0 0 8 0.32
17 14 0 6 0 10 0 1 0 0 18 3 6 7 0 0 15 1 0 13 2 3 10 7 0 0.42
2 0 0 3 0 2 0 0 2 1 1 0 0 0 0 0 0 0 4 5 0 0 6 0 0 0.1
0 6 5 3 3 2 0 1 0 0 0 2 0 0 3 3 0 0 2 0 1 4 0 2 0 0.14
10 2 1 1 1 0 9 0 9 0 2 0 11 2 12 8 0 0 14 7 0 2 1 4 9 0.39
0 6 7 3 9 0 7 2 0 14 0 0 1 0 0 0 9 0 2 2 8 7 16 0 0 0.33
13 39 0 15 0 61 0 0 48 59 0 10 62 8 18 70 8 0 17 0 33 10 0 0 12 0.62
0 44 113 0 15 28 35 10 16 28 34 30 7 0 3 0 156 0 0 0 32 29 155 38 1 0.64
138 31 56 12 0 0 0 32 0 10 0 0 13 0 0 36 27 0 76 0 40 17 0 19 0 0.52
0 0 0 2 0 0 0 0 0 3 0 0 5 0 0 0 0 0 0 0 0 0 4 0 1 0.06
9 3 19 6 9 3 3 0 2 3 2 0 0 0 2 0 3 0 2 0 0 10 12 0 12 0.34
14 19 0 0 3 3 9 0 0 0 3 0 0 0 0 3 0 0 0 7 2 4 0 0 8 0.24
0 8 0 30 0 28 25 11 0 52 29 0 36 0 44 51 0 0 0 23 0 82 26 0 0 0.51
0 0 0 0 16 2 10 1 1 0 18 14 0 15 0 7 0 0 10 10 3 0 0 17 2 0.38
0 0 2 0 0 0 4 4 0 2 1 0 0 5 1 0 0 0 3 0 0 1 0 0 3 0.1
0 1 0 2 0 0 0 0 1 0 6 0 3 2 1 3 0 0 2 0 3 0 1 0 0 0.1
66 136 46 6 0 23 0 64 37 0 0 1 31 1 100 0 14 23 4 0 0 10 0 0 0 0.48
0 0 0 3 0 1 0 0 0 0 0 0 0 5 0 4 0 5 0 0 0 1 0 0 4 0.09
2 12 0 6 0 0 10 0 13 1 6 2 5 2 10 13 1 0 0 2 3 17 0 4 0 0.37
0 0 0 0 3 2 2 6 0 0 3 3 0 6 0 0 0 1 0 0 4 4 0 2 2 0.15
2 5 1 3 1 8 13 0 8 13 2 10 0 16 9 5 0 0 0 2 5 6 9 13 0 0.46
0 0 0 8 5 4 0 9 7 0 1 0 7 0 2 4 22 0 1 9 9 2 12 6 0 0.37
14 0 7 6 3 0 4 1 3 15 0 21 10 6 7 10 4 0 3 0 10 0 7 0 0 0.44
0 49 50 0 0 37 0 0 33 23 37 32 0 46 96 12 10 0 27 43 55 26 41 0 0 0.64
5 10 4 18 3 2 0 5 12 4 0 1 10 0 5 3 9 1 2 3 11 0 8 0 3 0.43
0 4 13 4 0 0 0 3 1 1 0 0 4 0 1 5 3 10 1 11 5 1 3 4 3 0.29
0 0 0 2 0 3 0 0 0 0 0 0 4 2 0 0 0 0 4 1 4 2 0 6 1 0.11
0 0 3 0 0 3 0 0 4 0 0 0 0 0 4 0 0 0 0 3 0 1 1 0 3 0.08
2 8 12 0 17 0 16 4 2 5 5 0 0 13 0 14 2 7 0 0 19 0 2 0 6 0.41
0 0 32 33 20 25 39 0 0 34 40 39 0 55 36 41 0 0 3 23 108 0 0 15 0 0.57
0 28 41 8 2 45 37 0 0 41 97 0 0 39 0 0 23 0 0 49 41 45 25 35 36 0.6
10 0 2 16 6 14 12 0 3 0 0 0 11 1 3 0 2 0 2 0 0 0 10 1 5 0.34
0 13 24 1 2 0 6 8 14 0 7 0 13 16 12 6 21 8 0 8 1 15 12 4 3 0.57
0 117 33 0 12 7 9 0 0 0 9 0 19 0 31 0 0 0 19 116 0 0 46 43 46 0.5
0 7 0 0 8 1 5 2 0 3 0 4 0 0 2 3 0 0 7 14 8 10 9 0 8 0.34
12 0 9 0 0 5 0 11 17 3 8 2 10 5 8 0 0 0 1 1 3 3 7 9 0 0.41
0 0 2 0 1 3 6 0 4 0 7 6 0 3 20 12 8 9 0 4 1 0 23 7 7 0.39
0 0 0 0 5 0 4 3 17 0 6 10 7 0 0 0 6 4 0 0 3 0 8 0 0 0.26
0 3 0 0 1 0 1 1 0 2 0 3 0 0 0 0 0 0 3 0 4 0 3 0 0 0.08
0 4 0 3 0 0 0 4 0 0 0 4 0 0 0 6 0 0 1 0 3 0 0 0 3 0.11
34 24 41 21 85 68 11 25 149 0 93 38 46 0 0 0 0 0 70 0 0 40 0 9 0 0.59
0 1 8 0 2 0 0 3 0 0 0 0 2 11 0 0 0 19 9 0 0 0 1 0 13 0.22
0 0 5 9 22 13 19 0 10 1 2 10 17 0 4 13 1 3 15 0 4 0 0 20 0 0.47
2 4 8 5 3 0 2 8 2 0 5 3 0 6 4 2 9 0 0 3 14 0 10 0 3 0.35
1 4 5 3 0 5 8 0 0 0 0 0 12 20 5 1 23 0 0 10 19 6 5 0 17 0.41
0 3 0 0 0 1 1 0 0 0 0 2 0 1 3 0 5 0 0 0 0 0 0 1 1 0.07
4 4 8 10 15 11 14 1 8 2 0 10 12 0 17 15 6 7 0 3 0 3 13 0 0 0.54
11 6 13 3 0 3 0 5 1 8 19 0 5 1 0 9 10 2 0 5 0 6 14 7 3 0.45
2 0 1 5 3 3 11 3 1 0 2 0 2 0 7 6 7 5 0 5 4 5 5 6 8 0.36
44 52 2 0 97 0 0 12 60 0 0 41 40 9 49 37 0 50 39 29 40 25 0 0 122 0.64
0 4 0 0 3 3 0 0 0 0 1 1 0 3 3 0 3 0 0 0 3 0 0 3 0 0.1
12 12 0 0 0 2 0 0 9 0 1 1 0 7 0 6 3 2 0 14 6 0 0 0 8 0.29
0 51 38 0 0 0 41 0 36 28 25 45 34 31 0 23 13 2 41 50 0 1 7 98 0 0.59
3 0 0 0 0 5 1 0 0 0 5 1 0 3 0 0 0 0 0 1 2 4 0 0 0 0.1
13 10 8 0 13 1 4 5 0 1 5 0 4 13 1 13 0 2 0 0 0 0 9 0 1 0.36
0 5 0 6 4 1 0 1 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 3 1 0.1
50 0 4 0 0 43 36 10 40 0 0 8 39 0 41 8 40 0 0 0 18 66 0 0 0 0.48
0 13 4 0 18 7 7 9 0 3 0 1 0 4 0 0 2 12 2 7 1 0 10 4 10 0.4
12 6 6 1 6 2 0 3 1 4 0 3 2 3 2 3 3 0 1 24 0 7 5 17 0 0.35
0 1 0 0 0 0 2 0 0 2 0 2 0 0 2 0 3 2 2 0 3 1 0 0 1 0.08
6 0 47 26 0 2 75 105 0 0 0 0 37 0 30 0 41 0 42 0 0 0 0 3 0 0.36
0 0 0 15 87 17 0 134 16 82 25 0 47 40 0 0 47 0 7 36 30 0 0 22 129 0.58
1 12 0 0 1 0 2 7 20 3 0 0 0 10 0 2 0 14 7 0 3 0 3 5 4 0.31
0 0 0 1 0 0 0 3 0 0 2 0 0 2 0 1 3 0 0 0 0 0 0 2 0 0.05
1 0 1 4 0 0 0 0 2 4 1 2 1 1 3 0 1 1 3 0 3 0 3 0 0 0.12
1 3 2 0 0 0 0 0 0 0 3 5 0 0 2 3 2 0 1 0 0 0 0 0 0 0.08
4 0 3 0 2 0 3 0 2 0 0 0 1 0 2 0 0 3 0 0 3 3 0 0 0 0.1
0 0 4 9 0 0 0 0 0 15 2 10 6 17 0 0 0 5 0 7 0 0 0 0 0 0.25
10 0 159 0 28 0 38 15 0 0 0 0 0 2 24 71 33 58 3 0 18 35 0 17 11 0.54
0 0 0 2 2 0 0 0 1 0 0 4 0 2 0 0 0 0 0 0 2 0 1 2 1 0.06
0 1 0 4 0 11 8 0 0 11 0 1 6 6 0 0 14 1 7 0 4 7 18 0 13 0.38
0 0 32 0 39 0 40 25 12 13 6 0 9 51 0 41 42 3 0 34 0 30 33 49 0 0.59
1 6 1 9 2 7 14 3 10 4 0 0 9 2 0 1 9 4 0 0 24 0 1 6 9 0.41
0 32 0 0 34 50 8 30 0 1 54 46 0 0 0 0 0 32 158 99 1 45 32 34 21 0.55
6 1 1 0 3 6 7 11 2 8 9 6 8 10 12 3 3 3 21 9 4 8 9 3 4 0.57
0 5 0 11 0 6 4 0 22 3 6 3 4 1 0 3 8 1 9 5 9 6 3 6 3 0.42
1 3 5 9 1 0 1 4 5 13 5 6 2 5 7 0 6 13 1 0 6 3 0 9 4 0.41
0 0 2 0 0 0 5 0 4 0 0 0 0 1 1 2 6 0 0 4 0 4 3 3 3 0.15
0 7 0 2 23 12 5 0 4 1 6 8 0 6 6 7 14 1 6 3 11 0 7 9 0 0.47
43 0 0 0 11 0 22 3 0 0 0 44 0 31 0 36 0 98 0 0 0 17 0 7 6 0.38
0 8 0 8 0 3 0 14 3 0 5 7 3 4 0 8 9 3 0 3 0 17 0 12 0 0.37
23 0 32 0 0 12 0 5 0 60 38 41 15 36 73 0 0 0 22 0 25 18 0 0 0 0.5
9 0 9 4 0 0 17 1 2 2 10 18 5 14 2 0 2 7 1 1 0 2 0 2 9 0.39
6 9 24 4 6 3 2 2 1 0 22 13 0 1 4 23 3 4 24 0 10 0 0 3 11 0.47
20 1 6 12 3 7 8 2 0 6 3 4 10 5 12 23 0 1 24 2 0 3 3 3 11 0.5
0 2 0 0 0 1 0 1 3 0 0 0 5 0 0 4 0 0 0 0 0 0 3 4 0 0.09
0 0 0 0 0 2 3 0 0 0 0 0 3 0 0 3 4 0 0 0 0 0 0 1 0 0.06
6 4 6 1 5 15 0 0 0 0 10 0 0 0 14 0 2 4 0 2 10 14 2 0 4 0.34
4 6 15 0 10 22 0 2 2 7 3 11 24 15 2 6 0 1 12 3 18 5 5 0 2 0.51
47 0 31 0 0 0 34 104 11 32 30 0 11 0 30 10 0 0 0 0 0 22 76 0 0 0.48
36 0 20 36 2 37 40 83 0 21 24 0 41 33 31 117 10 3 14 0 35 2 31 0 36 0.7
0 27 4 34 0 48 0 0 0 0 86 0 19 13 0 10 8 29 0 20 0 0 0 5 0 0.42
3 16 4 0 11 4 14 1 10 2 1 7 4 5 3 0 12 0 2 24 0 1 14 1 9 0.46
3 2 5 12 0 4 13 0 2 0 0 1 1 0 0 0 0 3 2 0 0 1 0 10 7 0.24
1 0 0 2 1 0 6 0 0 0 6 0 6 0 0 0 3 2 4 4 3 0 2 0 0 0.16
5 0 0 0 2 18 0 2 9 5 17 7 7 7 0 0 0 6 2 0 8 0 0 3 0 0.33
13 0 2 4 0 7 3 0 2 7 5 5 0 17 0 1 1 1 12 8 0 17 17 11 24 0.46
0 6 0 0 0 0 0 0 0 13 9 0 10 6 3 9 1 3 0 3 1 3 0 5 0 0.27
3 3 13 2 0 6 10 1 12 1 1 6 0 8 3 2 0 9 3 4 2 14 2 2 2 0.39
16 42 0 36 0 25 74 8 7 7 0 29 0 0 0 39 0 40 0 23 0 8 39 0 0 0.52
0 25 0 33 12 0 36 0 156 48 0 47 0 0 35 0 33 37 0 13 30 82 42 43 0 0.6
0 2 6 10 9 0 1 10 9 0 0 1 7 6 0 1 8 0 0 6 3 0 0 7 11 0.38
0 7 10 7 5 1 0 2 9 0 3 5 10 7 24 8 4 8 0 3 1 3 3 0 5 0.44
0 0 2 0 1 0 8 1 0 0 10 1 1 0 0 0 13 1 0 7 2 8 3 1 0 0.22
8 0 3 17 12 13 7 12 3 3 4 3 2 6 1 1 0 0 0 0 0 15 0 2 0 0.37
2 10 9 3 0 0 9 1 14 7 16 9 0 0 5 0 7 3 0 0 0 1 0 5 0 0.36
0 0 1 0 7 3 1 1 0 1 0 3 0 6 0 0 3 11 1 8 10 0 4 0 0 0.23
3 1 3 0 3 23 0 2 1 23 2 5 21 0 8 7 5 3 4 0 13 1 1 4 11 0.41
0 4 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 6 0 0 0 1 4 0 0 0.07
6 0 1 0 4 2 2 1 0 3 4 8 9 0 0 0 4 1 21 16 0 1 0 2 2 0.28
0 0 0 0 0 0 1 5 2 1 0 2 2 0 0 0 0 1 1 0 0 0 1 3 2 0.08
0 0 0 0 2 0 0 0 0 1 2 0 1 1 1 0 0 0 0 0 5 0 0 2 0 0.05
0 1 2 0 0 3 0 0 0 1 0 0 3 0 0 0 3 6 0 0 0 0 0 0 0 0.07
0 0 0 0 9 0 3 0 15 1 0 5 0 11 2 0 8 0 3 0 0 3 12 0 0 0.25
17 31 0 12 8 0 40 43 0 0 0 0 39 0 18 0 0 55 10 33 0 0 39 46 32 0.55
49 0 0 17 0 27 30 0 37 16 40 0 0 0 0 20 0 0 34 88 0 0 0 40 26 0.48
3 0 0 0 0 0 2 0 4 0 0 3 0 0 0 3 2 0 0 0 0 0 0 0 0 0.06
2 4 0 0 2 2 0 0 2 0 0 0 0 4 0 0 0 3 6 3 0 3 2 0 0 0.13
45 19 0 45 0 51 35 0 0 41 14 62 0 56 4 31 0 0 0 54 13 0 48 49 0 0.57
0 0 0 2 0 2 0 2 0 0 0 1 0 0 1 4 0 0 0 0 0 3 3 0 0 0.07
0 1 10 3 3 2 19 10 0 0 22 1 0 0 0 3 18 2 13 4 9 0 2 14 13 0.44
0 13 13 5 14 1 10 5 2 0 0 3 1 1 0 11 1 7 5 2 0 12 1 1 5 0.39
0 4 1 10 6 10 11 1 3 0 12 10 0 1 11 5 0 9 0 16 2 3 0 9 0 0.45
0 15 0 13 25 38 35 0 0 0 24 7 0 0 0 0 22 0 12 73 0 38 0 24 14 0.5
0 15 1 1 0 2 10 7 9 10 0 11 2 3 1 1 16 0 1 3 2 16 2 2 1 0.39
2 6 3 6 7 0 5 2 9 6 2 0 4 2 9 0 1 9 9 16 20 1 3 2 6 0.45
4 0 6 0 3 0 0 0 0 0 3 1 2 0 1 3 0 1 0 0 1 4 0 3 0 0.12
1 1 0 2 0 2 0 6 0 0 0 2 0 0 0 0 0 3 0 1 0 2 2 5 0 0.1
6 7 3 11 5 2 3 0 12 0 0 2 7 0 0 1 12 0 14 0 7 0 0 1 0 0.33
9 0 0 17 2 0 0 1 13 3 6 0 0 5 2 5 0 1 2 0 8 0 0 0 15 0.29
14 54 0 0 17 21 0 47 45 22 40 0 35 0 0 0 8 0 7 2 0 0 0 49 0 0.46
0 0 0 0 0 1 2 0 3 1 0 0 0 1 0 0 3 1 3 2 2 3 0 3 3 0.11
14 0 95 0 4 31 34 19 51 38 5 2 47 14 0 32 0 33 23 2 138 4 34 0 23 0.66
5 8 0 3 20 2 12 0 1 0 17 10 3 6 3 1 14 0 6 1 14 2 0 3 16 0.45
11 7 3 10 0 11 0 0 10 2 1 3 0 3 0 3 14 2 0 13 9 1 0 1 0 0.37
0 7 0 8 13 0 0 8 0 0 2 2 1 1 12 0 0 0 0 0 11 0 4 6 4 0.29
0 3 0 9 8 3 2 13 0 0 0 1 7 7 0 6 0 3 1 4 3 14 9 18 12 0.42
0 11 0 0 15 9 9 0 0 3 0 0 10 0 19 4 0 0 8 0 7 8 0 12 14 0.43
0 0 0 0 2 3 0 0 0 0 3 0 0 4 0 0 2 0 3 4 0 0 0 2 3 0.1
7 9 0 0 6 0 7 6 0 3 3 9 0 2 4 0 7 7 0 24 5 5 1 3 1 0.38
0 7 0 0 2 17 6 1 10 7 6 9 0 9 0 10 0 0 10 0 0 5 6 2 17 0.43
93 23 44 2 0 8 39 0 0 85 48 0 50 0 0 0 22 0 1 0 30 32 37 26 4 0.54
0 0 0 0 0 0 0 0 0 1 2 2 6 0 0 0 0 4 3 0 0 6 0 0 0 0.09
0 1 13 4 19 2 0 0 0 5 10 0 0 12 3 0 0 3 7 0 12 0 0 3 0 0.31
6 15 48 0 0 0 0 32 0 37 0 40 0 0 40 0 28 28 56 19 0 35 0 139 0 0.5
5 3 2 1 5 1 0 12 2 5 0 2 1 12 10 1 3 12 6 0 5 2 2 1 10 0.38
76 0 0 39 13 30 15 32 38 0 0 59 28 48 13 0 28 52 0 3 2 57 7 0 55 0.64
3 3 0 0 0 4 0 0 0 2 0 2 0 1 3 3 0 0 0 0 0 3 0 0 4 0.11
1 9 8 0 1 2 6 0 0 0 7 10 0 3 1 4 12 3 0 4 3 2 0 4 19 0.35
0 3 6 3 6 0 0 2 6 2 0 3 0 0 0 0 0 2 0 0 0 0 0 5 4 0.16
3 3 1 8 6 3 0 5 1 9 1 0 1 7 0 0 0 13 0 1 16 0 1 9 12 0.35
0 0 1 14 10 2 2 3 3 9 1 0 3 22 2 0 3 0 17 24 0 5 10 0 2 0.38
0 10 0 2 7 0 2 0 0 1 5 0 4 3 9 8 1 7 2 22 0 1 0 3 0 0.29
0 0 0 13 3 8 0 3 0 0 5 0 12 3 0 1 10 8 4 15 0 1 5 7 2 0.35
0 0 7 4 12 0 0 0 9 9 6 0 0 12 9 0 0 19 0 17 4 0 0 0 2 0.36
2 1 0 1 3 0 0 3 0 3 3 0 3 0 1 1 0 1 4 2 0 3 4 2 1 0.15
3 0 0 1 0 0 2 0 1 2 0 0 4 4 2 2 2 0 0 1 0 0 0 0 0 0.09
0 3 0 4 3 0 0 0 0 4 2 2 0 1 0 6 4 1 2 1 2 0 6 0 0 0.16
8 3 0 10 3 0 2 3 12 0 3 0 14 7 16 0 17 5 0 0 0 5 9 0 10 0.43
0 6 0 0 1 0 4 1 5 3 0 0 0 0 0 1 0 0 1 0 0 4 0 0 0 0.1
0 20 0 4 0 0 4 0 7 0 8 0 8 0 10 0 0 0 0 1 20 5 14 8 2 0.34
14 1 9 3 1 0 0 0 6 0 1 24 0 0 0 0 0 0 2 7 4 24 4 1 7 0.3
3 10 2 8 3 0 0 9 1 0 6 6 0 0 3 5 12 18 6 0 10 6 3 0 0 0.4
7 0 2 4 0 9 0 23 2 9 0 1 2 5 14 7 6 6 4 1 6 3 22 0 11 0.45
9 23 8 3 0 0 6 3 0 3 5 0 0 6 2 3 1 7 3 0 5 5 0 9 0 0.35
0 0 2 3 3 0 1 0 2 0 5 4 3 0 0 6 0 0 5 0 0 0 0 0 3 0.14
1 1 3 18 1 23 3 1 0 6 9 1 0 6 7 9 3 4 5 11 2 1 3 0 0 0.38
7 15 3 4 4 3 10 5 0 0 0 6 0 1 9 24 0 12 0 3 0 0 6 8 1 0.4
0 2 0 2 1 0 5 0 0 0 1 0 0 1 0 1 5 3 0 0 0 0 0 1 0 0.08
3 1 11 3 10 17 0 3 7 0 0 19 1 4 0 11 0 0 2 2 0 0 1 0 0 0.3
2 0 0 3 5 0 2 4 3 3 4 0 0 3 0 3 4 2 0 0 0 0 3 0 3 0.17
4 0 0 0 0 0 0 0 1 0 2 4 0 0 6 2 0 0 3 4 0 0 6 0 3 0.14
0 2 44 0 36 112 38 40 31 0 40 45 0 0 33 0 0 22 40 0 6 34 45 16 57 0.63
9 7 20 0 5 21 13 2 1 2 1 3 3 1 4 18 22 4 0 2 5 1 0 6 4 0.43
0 0 11 0 4 2 19 0 2 5 5 2 0 0 11 1 9 8 15 0 9 0 0 2 19 0.39
13 9 5 13 3 10 3 0 10 0 0 9 3 3 3 1 7 0 6 1 0 2 0 0 6 0.4
0 19 41 0 44 11 0 10 75 8 42 55 0 0 14 37 0 0 137 0 0 0 0 0 34 0.51
0 0 3 0 12 19 9 0 10 0 0 8 0 3 4 0 0 10 0 2 3 0 4 0 3 0.31
16 3 5 14 19 0 7 11 0 8 14 0 0 0 0 2 4 1 19 11 0 10 3 11 14 0.53
39 149 0 42 13 34 30 18 25 32 5 37 28 0 23 16 0 0 16 2 35 11 117 50 0 0.74
8 0 1 0 4 0 0 0 0 0 19 8 5 1 4 8 17 5 0 0 11 3 2 1 0 0.31
0 3 1 0 3 3 0 5 0 0 0 0 1 2 3 3 0 0 0 1 0 0 4 0 0 0.11
3 10 7 3 7 4 2 13 9 1 3 20 0 2 16 3 11 3 22 0 1 3 1 3 10 0.5
39 0 14 20 0 0 0 43 0 0 0 34 0 0 35 13 0 0 0 0 0 0 0 0 0 0.28
21 1 0 2 3 5 1 2 19 1 0 0 4 3 0 5 6 14 0 3 14 2 2 0 1 0.32
6 0 3 3 5 0 22 2 9 0 0 0 0 1 2 2 0 4 7 14 5 3 3 3 5 0.33
92 0 31 52 40 0 0 51 13 50 54 58 13 0 37 33 22 0 68 35 46 5 0 35 26 0.74
0 2 3 8 0 3 0 10 16 0 0 3 2 0 0 14 13 7 3 0 0 4 3 10 15 0.39
23 12 12 7 2 1 0 1 1 0 11 0 5 22 9 0 13 0 4 5 0 0 0 16 6 0.44
5 14 7 0 7 3 24 6 2 8 0 0 6 0 0 14 2 10 3 14 14 0 3 5 8 0.5
19 31 0 47 0 27 39 33 32 16 0 32 26 0 0 2 0 35 12 13 34 29 0 0 0 0.6
6 0 2 0 0 1 4 0 0 0 0 0 0 1 4 0 1 1 0 2 0 0 0 2 4 0.11
0 0 2 6 0 0 0 12 0 7 0 0 0 14 8 2 11 0 0 0 1 0 8 2 3 0.27
1 17 0 18 0 6 7 8 0 0 11 7 6 19 2 4 12 5 10 0 2 0 1 0 9 0.47
0 0 0 0 13 0 0 0 0 0 0 0 12 0 0 7 1 10 0 4 0 0 0 12 2 0.21
0 0 11 2 2 1 8 2 12 0 2 3 17 0 11 2 2 0 13 2 6 0 10 14 0 0.4
27 0 48 0 30 14 25 86 32 33 10 80 0 17 82 34 38 0 30 0 34 40 0 0 0 0.68
21 40 48 48 0 0 36 0 21 0 54 25 51 41 0 0 55 39 0 38 14 0 39 0 0 0.6
1 1 0 0 0 0 2 0 2 1 0 2 0 0 0 0 2 1 2 1 6 0 0 0 2 0.09
6 0 0 0 0 0 2 4 1 0 0 0 4 0 2 2 0 0 0 0 0 5 0 5 0 0.12
1 1 4 0 0 0 0 0 6 0 0 4 4 0 0 2 0 0 0 0 0 4 3 0 2 0.12
0 12 0 3 3 1 0 0 0 5 0 0 0 0 12 3 5 1 0 3 3 0 0 5 0 0.2
0 0 0 3 5 3 0 3 0 0 8 7 0 16 0 7 1 14 19 15 1 0 7 4 14 0.39
7 0 0 0 12 0 10 3 0 0 0 0 0 0 18 1 4 10 10 0 10 1 0 0 0 0.3
0 0 34 82 0 18 0 0 0 0 26 40 34 34 0 42 58 32 31 26 32 51 143 0 8 0.63
0 6 0 2 2 1 3 0 0 0 2 0 0 1 0 0 2 2 0 0 0 0 1 0 2 0.09
3 14 0 0 3 3 0 15 0 0 0 2 0 9 8 0 16 0 14 1 0 0 1 2 1 0.29
0 0 1 5 8 2 1 1 0 10 10 17 0 0 6 5 4 0 0 5 0 0 9 8 11 0.38
16 10 0 0 10 0 12 7 0 4 0 0 11 10 3 0 2 3 9 8 5 0 2 5 12 0.47
20 0 39 149 0 0 0 91 31 0 47 0 0 0 0 0 118 22 0 8 0 47 9 0 39 0.46
32 0 3 32 10 35 51 0 39 0 0 21 0 44 48 48 33 7 50 41 0 51 0 0 0 0.6
0 0 0 1 0 5 2 0 3 0 0 0 0 4 0 0 2 0 4 0 3 0 0 0 0 0.09
1 2 5 0 0 0 13 0 0 0 5 11 2 0 11 12 1 0 11 6 3 0 7 0 9 0.36
21 82 0 16 40 5 0 36 42 0 0 48 23 0 0 31 35 13 31 0 38 0 75 24 6 0.64
1 3 0 1 8 2 22 0 0 19 2 16 10 1 0 2 0 1 8 0 1 3 4 4 3 0.33
3 1 0 11 1 2 16 5 20 1 22 9 3 0 0 13 3 6 8 1 10 0 0 11 2 0.46
1 7 1 11 5 0 4 14 3 19 0 1 2 7 4 0 1 0 3 10 22 4 14 4 0 0.42
1 2 0 0 1 0 2 0 1 2 0 0 6 0 0 0 0 1 0 0 2 3 0 0 0 0.08
4 10 12 1 0 0 5 11 11 3 5 10 8 1 9 17 8 0 12 0 5 0 4 0 0 0.49
6 10 4 12 0 10 6 9 2 0 0 1 9 7 4 6 13 5 0 0 0 1 0 9 0 0.43
0 0 2 1 0 0 3 0 0 0 0 2 4 0 0 3 2 0 0 0 0 0 0 2 0 0.07
0 0 0 6 6 0 3 2 6 6 5 0 6 2 1 3 0 0 0 9 17 2 23 0 22 0.34
3 0 1 2 0 2 2 0 0 0 5 2 0 0 0 0 3 2 2 0 1 4 5 0 3 0.14
105 0 0 17 0 50 73 49 11 39 11 51 27 0 0 23 0 5 0 38 130 0 16 160 17 0.66
